Symbol,Company Name,Stock Price,Price Target,PT Diff in %,Score,Valuation,Valuation1,PT Diff in % Absolute,Score1,BG_Value,Score2,PE Ratio,PE_Market_avg,Score3,Industry,PE_Industry_group_avg,Score4,Valuation_total_score,Symbol,Company Name,EPS Growth 5Y,EPS_Industry_group_avg,PScore1,EPS_Market_avg,PScore2,Industry,Rev. Growth 5Y,Rev_Industry_group_avg,PScore3,Rev_Market_avg,PScore4,ROE,PScore5,Performance_total_score,Symbol,Company Name,Op. Income,FScore1,Current Ratio,FScore2,Industry,Debt / Equity,DE_Industry_group_avg,FScore3,DE_Market_avg,FScore4,EPS Growth 3Y,EPS Growth 5Y,FScore5,Financial_total_score,Total_Score,Max_Score,Stock_Score_Ratio (%)
WSBC,WesBanco,26.55,33.6,26.55,1,Underpriced,Significantly,26.55,1,53.28325012991676,1,8.79,62.24668954248366,0,Banks - Regional,11.796324786324789,0,3,WSBC,WesBanco,5.42,17.076541095890413,0,13.162481789802287,0,Banks - Regional,9.96,12.27737541528239,0,13.650812124678296,0,7.4,0,0,WSBC,WesBanco,234704000.0,1,,0,Banks - Regional,0.68,0.965042492917847,1,2.0191649269311065,1,7.37%,5.42%,0,3,6,15,40.0
WSBF,Waterstone Financial,14.95,,,0,,,,0,17.02425144295721,1,19.42,62.24668954248366,0,Banks - Regional,11.796324786324789,0,1,WSBF,Waterstone Financial,-3.91,17.076541095890413,0,13.162481789802287,0,Banks - Regional,-2.98,12.27737541528239,0,13.650812124678296,0,4.4,0,0,WSBF,Waterstone Financial,20437000.0,1,,0,Banks - Regional,1.37,0.965042492917847,0,2.0191649269311065,1,-17.47%,-3.91%,1,3,4,15,26.67
WSC,WillScot Mobile Mini Holdings,46.99,57.0,21.3,1,Underpriced,Significantly,21.3,1,20.044157638067155,0,20.34,62.24668954248366,0,Rental & Leasing Services,18.27142857142857,0,2,WSC,WillScot Mobile Mini Holdings,,10.841333333333331,0,13.162481789802287,0,Rental & Leasing Services,36.27,7.046666666666667,1,13.650812124678296,1,30.3,1,3,WSC,WillScot Mobile Mini Holdings,579147000.0,1,1.04,1,Rental & Leasing Services,1.99,4.065714285714286,1,2.0191649269311065,1,,,0,4,9,15,60.0
WSFS,WSFS Financial,38.41,51.0,32.78,1,Underpriced,Significantly,32.78,1,61.30251586645052,1,8.63,62.24668954248366,0,Banks - Regional,11.796324786324789,0,3,WSFS,WSFS Financial,15.77,17.076541095890413,0,13.162481789802287,1,Banks - Regional,20.59,12.27737541528239,1,13.650812124678296,1,12.6,0,3,WSFS,WSFS Financial,378508000.0,1,,0,Banks - Regional,0.49,0.965042492917847,1,2.0191649269311065,1,16.84%,15.77%,0,3,9,15,60.0
WSM,Williams-Sonoma,124.64,122.93,-1.37,0,Overpriced,Slightly,1.37,0,88.32284114902126,0,8.21,62.24668954248366,0,Specialty Retail,17.69741935483871,0,0,WSM,Williams-Sonoma,37.22,16.853181818181817,1,13.162481789802287,1,Specialty Retail,9.66,9.043939393939391,1,13.650812124678296,0,70.3,1,4,WSM,Williams-Sonoma,1374418000.0,1,1.12,1,Specialty Retail,0.97,1.9822222222222223,1,2.0191649269311065,1,52.50%,37.22%,0,4,8,15,53.33
WSO,Watsco,366.58,324.36,-11.52,0,Overpriced,Slightly,11.52,0,131.1596601746934,0,23.9,62.24668954248366,0,Industrial Distribution,128.738125,0,0,WSO,Watsco,20.77,15.26846153846154,1,13.162481789802287,1,Industrial Distribution,10.68,13.402142857142858,0,13.650812124678296,0,31.6,1,3,WSO,Watsco,803003000.0,1,2.73,1,Industrial Distribution,0.28,0.733125,1,2.0191649269311065,1,34.68%,20.77%,0,4,7,15,46.67
WSR,Whitestone REIT,9.82,12.0,22.2,1,Underpriced,Significantly,22.2,1,11.049542444168775,1,15.11,62.24668954248366,0,REIT - Retail,61.5325,0,3,WSR,Whitestone REIT,21.06,1.8038888888888889,1,13.162481789802287,1,REIT - Retail,2.06,3.9524,0,13.650812124678296,0,7.8,0,2,WSR,Whitestone REIT,62175000.0,1,,0,REIT - Retail,1.53,1.720740740740741,1,2.0191649269311065,1,6.38%,21.06%,0,3,8,15,53.33
WST,West Pharmaceutical Services,362.04,336.0,-7.19,0,Overpriced,Slightly,7.19,0,78.31659763815571,0,49.66,62.24668954248366,0,Medical Instruments & Supplies,45.7644,0,0,WST,West Pharmaceutical Services,32.87,20.561111111111117,1,13.162481789802287,1,Medical Instruments & Supplies,12.12,12.336511627906978,0,13.650812124678296,0,21.3,1,3,WST,West Pharmaceutical Services,702700000.0,1,3.62,1,Medical Instruments & Supplies,0.11,1.231346153846154,1,2.0191649269311065,1,28.08%,32.87%,1,5,8,15,53.33
WT,WisdomTree,6.97,8.17,17.22,1,Underpriced,Slightly,17.22,0,4.750559017031978,0,14.83,62.24668954248366,0,Asset Management,42.88767123287671,0,1,WT,WisdomTree,16.4,-0.9029824561403508,1,13.162481789802287,1,Asset Management,5.46,7.635121951219513,0,13.650812124678296,0,25.4,1,3,WT,WisdomTree,58967000.0,1,2.24,1,Asset Management,1.05,1.8213684210526315,1,2.0191649269311065,1,,16.40%,0,4,8,15,53.33
WTBA,West Bancorporation,19.96,,,0,,,,0,26.698688113560085,1,8.18,62.24668954248366,0,Banks - Regional,11.796324786324789,0,1,WTBA,West Bancorporation,10.52,17.076541095890413,0,13.162481789802287,0,Banks - Regional,7.41,12.27737541528239,0,13.650812124678296,0,19.5,0,0,WTBA,West Bancorporation,52673000.0,1,,0,Banks - Regional,2.67,0.965042492917847,0,2.0191649269311065,0,10.27%,10.52%,1,2,3,15,20.0
WTER,The Alkaline Water Company,1.8,,,0,,,,0,,0,,62.24668954248366,0,Beverages - Non-Alcoholic,42.95916666666667,0,0,WTER,The Alkaline Water Company,,6.0425,0,13.162481789802287,0,Beverages - Non-Alcoholic,31.11,22.377142857142854,1,13.650812124678296,1,-2282.2,0,2,WTER,The Alkaline Water Company,-25470464.0,0,0.97,0,Beverages - Non-Alcoholic,5.75,1.13125,0,2.0191649269311065,0,,,0,0,2,15,13.33
WTFC,Wintrust Financial,70.11,95.82,36.67,1,Underpriced,Significantly,36.67,1,126.95628034977018,1,8.02,62.24668954248366,0,Banks - Regional,11.796324786324789,0,3,WTFC,Wintrust Financial,12.73,17.076541095890413,0,13.162481789802287,0,Banks - Regional,10.94,12.27737541528239,0,13.650812124678296,0,11.1,0,0,WTFC,Wintrust Financial,770425000.0,1,,0,Banks - Regional,0.72,0.965042492917847,1,2.0191649269311065,1,16.41%,12.73%,0,3,6,15,40.0
WTI,W&T Offshore,4.06,7.9,94.58,1,Underpriced,Significantly,94.58,1,3.077822101708491,0,2.29,62.24668954248366,0,Oil & Gas E&P,10.07987341772152,0,2,WTI,W&T Offshore,25.0,38.765641025641024,0,13.162481789802287,1,Oil & Gas E&P,11.64,25.973432835820898,0,13.650812124678296,0,-758.5,0,1,WTI,W&T Offshore,366789000.0,1,1.46,1,Oil & Gas E&P,11.58,0.959342105263158,0,2.0191649269311065,0,10.55%,25.00%,1,3,6,15,40.0
WTM,White Mountains Insurance Group,1375.06,,,0,,,,0,3426.0605479835795,1,4.01,62.24668954248366,0,Insurance - Property & Casualty,101.15631578947368,0,1,WTM,White Mountains Insurance Group,21.03,6.8613333333333335,1,13.162481789802287,1,Insurance - Property & Casualty,34.31,7.106285714285714,1,13.650812124678296,1,25.6,1,5,WTM,White Mountains Insurance Group,110500000.0,1,,0,Insurance - Property & Casualty,0.14,0.6131578947368421,1,2.0191649269311065,1,957.22%,21.03%,0,3,9,15,60.0
WTMA,Welsbach Technology Metals Acquisition,10.53,,,0,,,,0,1.6226713586857948,0,,62.24668954248366,0,Shell Companies,132.68085501858738,0,0,WTMA,Welsbach Technology Metals Acquisition,,,0,13.162481789802287,0,Shell Companies,,,0,13.650812124678296,0,,0,0,WTMA,Welsbach Technology Metals Acquisition,-3662453.0,0,1.61,1,Shell Companies,,0.671,0,2.0191649269311065,0,,,0,1,1,15,6.67
WTRG,Essential Utilities,41.43,53.13,28.24,1,Underpriced,Significantly,28.24,1,28.49770306398111,0,23.95,62.24668954248366,0,Utilities - Regulated Water,33.253846153846155,0,2,WTRG,Essential Utilities,4.93,5.204,0,13.162481789802287,0,Utilities - Regulated Water,23.19,12.781666666666666,1,13.650812124678296,1,8.5,0,2,WTRG,Essential Utilities,659027000.0,1,0.64,0,Utilities - Regulated Water,1.23,1.0107142857142857,0,2.0191649269311065,1,14.58%,4.93%,1,3,7,15,46.67
WTS,Watts Water Technologies,179.15,160.0,-10.69,0,Overpriced,Slightly,10.69,0,84.13488498256918,0,22.97,62.24668954248366,0,Specialty Industrial Machinery,42.107894736842105,0,0,WTS,Watts Water Technologies,27.55,12.515,1,13.162481789802287,1,Specialty Industrial Machinery,5.97,4.818548387096774,1,13.650812124678296,0,20.8,1,4,WTS,Watts Water Technologies,326400000.0,1,2.56,1,Specialty Industrial Machinery,0.11,1.4795714285714288,1,2.0191649269311065,1,26.21%,27.55%,1,5,9,15,60.0
WTT,Wireless Telecom Group,2.08,,,0,,,,0,2.5191646186158505,1,13.87,62.24668954248366,0,Communication Equipment,26.672758620689656,0,1,WTT,Wireless Telecom Group,,26.11470588235294,0,13.162481789802287,0,Communication Equipment,-16.72,9.952,0,13.650812124678296,0,9.2,0,0,WTT,Wireless Telecom Group,-2570000.0,0,8.08,1,Communication Equipment,0.01,1.6960655737704915,1,2.0191649269311065,1,,,0,3,4,15,26.67
WTTR,Select Energy Services,8.03,10.33,28.64,1,Underpriced,Significantly,28.64,1,9.167756318795178,1,14.87,62.24668954248366,0,Oil & Gas Equipment & Services,26.98588235294117,0,3,WTTR,Select Energy Services,,6.779166666666669,0,13.162481789802287,0,Oil & Gas Equipment & Services,9.27,6.791304347826086,1,13.650812124678296,0,7.6,0,1,WTTR,Select Energy Services,55452000.0,1,2.44,1,Oil & Gas Equipment & Services,0.18,1.178125,1,2.0191649269311065,1,,,0,4,8,15,53.33
WTW,Willis Towers Watson,235.0,258.64,10.06,1,Underpriced,Slightly,10.06,0,144.93261750954113,0,23.88,62.24668954248366,0,Insurance Brokers,30.905,0,1,WTW,Willis Towers Watson,24.65,11.00875,1,13.162481789802287,1,Insurance Brokers,1.83,5.624545454545455,0,13.650812124678296,0,10.8,0,2,WTW,Willis Towers Watson,1284000000.0,1,1.07,1,Insurance Brokers,0.54,1.1813333333333331,1,2.0191649269311065,1,6.44%,24.65%,0,4,7,15,46.67
WU,The Western Union Company,11.55,12.23,5.89,1,Underpriced,Slightly,5.89,0,8.13057248185881,0,5.8,62.24668954248366,0,Credit Services,24.72840909090909,0,1,WU,The Western Union Company,,12.245185185185186,0,13.162481789802287,0,Credit Services,-4.94,11.50904761904762,0,13.650812124678296,0,153.3,1,1,WU,The Western Union Company,852100000.0,1,,0,Credit Services,4.45,4.3830188679245285,0,2.0191649269311065,0,-7.20%,,0,1,3,15,20.0
WULF,TeraWulf,1.46,2.0,36.99,1,Underpriced,Significantly,36.99,1,,0,,62.24668954248366,0,Capital Markets,21.3659375,0,2,WULF,TeraWulf,,31.522727272727277,0,13.162481789802287,0,Capital Markets,8.3,27.81722222222222,0,13.650812124678296,0,-76.7,0,0,WULF,TeraWulf,-43799000.0,0,0.4,0,Capital Markets,0.79,1.859811320754717,1,2.0191649269311065,1,,,0,2,4,15,26.67
WVE,Wave Life Sciences,3.98,7.5,88.44,1,Underpriced,Significantly,88.44,1,3.738215930237418,0,,62.24668954248366,0,Biotechnology,22.024186046511627,0,2,WVE,Wave Life Sciences,,12.32846153846154,0,13.162481789802287,0,Biotechnology,24.63,20.71185567010309,1,13.650812124678296,1,,0,2,WVE,Wave Life Sciences,-154911000.0,0,1.66,1,Biotechnology,,0.9478119349005424,0,2.0191649269311065,0,,,0,1,5,15,33.33
WVVI,Willamette Valley Vineyards,5.89,,,0,,,,0,,0,,62.24668954248366,0,Beverages - Wineries & Distilleries,31.87,0,0,WVVI,Willamette Valley Vineyards,,4.146666666666667,0,13.162481789802287,0,Beverages - Wineries & Distilleries,11.45,12.788333333333334,0,13.650812124678296,0,-4.6,0,0,WVVI,Willamette Valley Vineyards,-1385136.0,0,3.33,1,Beverages - Wineries & Distilleries,0.29,1.01375,1,2.0191649269311065,1,,,0,3,3,15,20.0
WW,WW International,6.7,8.25,23.13,1,Underpriced,Significantly,23.13,1,34.344152624045165,1,,62.24668954248366,0,Personal Services,30.073333333333338,0,3,WW,WW International,,7.03,0,13.162481789802287,0,Personal Services,-6.6,2.6322222222222225,0,13.650812124678296,0,,0,0,WW,WW International,-320503000.0,0,0.88,0,Personal Services,,2.64,0,2.0191649269311065,0,,,0,0,3,15,20.0
WWAC,Worldwide Webb Acquisition,10.37,,,0,,,,0,,0,64.81,62.24668954248366,1,Shell Companies,132.68085501858738,0,1,WWAC,Worldwide Webb Acquisition,,,0,13.162481789802287,0,Shell Companies,,,0,13.650812124678296,0,-67.6,0,0,WWAC,Worldwide Webb Acquisition,-6372642.0,0,0.04,0,Shell Companies,,0.671,0,2.0191649269311065,0,,,0,0,1,15,6.67
WWD,Woodward,114.24,107.86,-5.58,0,Overpriced,Slightly,5.58,0,44.10794884034377,0,44.28,62.24668954248366,0,Aerospace & Defense,30.43444444444444,0,0,WWD,Woodward,-1.05,10.340967741935485,0,13.162481789802287,0,Aerospace & Defense,3.58,11.9064,0,13.650812124678296,0,8.2,0,0,WWD,Woodward,220528000.0,1,2.21,1,Aerospace & Defense,0.43,0.8166666666666667,1,2.0191649269311065,1,-15.59%,-1.05%,0,4,4,15,26.67
WWE,World Wrestling Entertainment,102.72,112.38,9.4,1,Underpriced,Slightly,9.4,0,18.58794773178425,0,52.68,62.24668954248366,0,Entertainment,49.265,0,1,WWE,World Wrestling Entertainment,27.44,-4.768000000000001,1,13.162481789802287,1,Entertainment,9.43,18.83805555555556,0,13.650812124678296,0,33.0,1,3,WWE,World Wrestling Entertainment,243928000.0,1,1.62,1,Entertainment,1.07,4.247804878048781,1,2.0191649269311065,1,16.29%,27.44%,1,5,9,15,60.0
WWR,Westwater Resources,0.85,,,0,,,,0,,0,,62.24668954248366,0,Other Industrial Metals & Mining,13.13181818181818,0,0,WWR,Westwater Resources,,40.12,0,13.162481789802287,0,Other Industrial Metals & Mining,,16.298181818181817,0,13.650812124678296,0,-7.5,0,0,WWR,Westwater Resources,-12281000.0,0,2.27,1,Other Industrial Metals & Mining,0.0,0.34625,1,2.0191649269311065,1,,,0,3,3,15,20.0
WWW,Wolverine World Wide,14.14,16.43,16.2,1,Underpriced,Slightly,16.2,0,,0,,62.24668954248366,0,Footwear & Accessories,16.322499999999998,0,1,WWW,Wolverine World Wide,,18.092857142857145,0,13.162481789802287,0,Footwear & Accessories,3.09,23.951666666666668,0,13.650812124678296,0,-36.8,0,0,WWW,Wolverine World Wide,-202300000.0,0,1.16,1,Footwear & Accessories,4.2,1.1083333333333334,0,2.0191649269311065,0,,,0,1,2,15,13.33
WY,Weyerhaeuser Company,31.0,37.43,20.74,1,Underpriced,Significantly,20.74,1,23.00859304241272,0,18.13,62.24668954248366,0,REIT - Specialty,41.85875,0,2,WY,Weyerhaeuser Company,13.45,10.748666666666669,1,13.162481789802287,1,REIT - Specialty,3.97,7.951176470588234,0,13.650812124678296,0,11.9,0,2,WY,Weyerhaeuser Company,1972000000.0,1,1.24,1,REIT - Specialty,0.5,3.496875,1,2.0191649269311065,1,52.73%,13.45%,0,4,8,15,53.33
WYNN,"Wynn Resorts,",103.73,116.6,12.41,1,Underpriced,Slightly,12.41,0,17.504181070382202,0,,62.24668954248366,0,Resorts & Casinos,17.665833333333335,0,1,WYNN,"Wynn Resorts,",,8.589,0,13.162481789802287,0,Resorts & Casinos,-7.85,8.034117647058823,0,13.650812124678296,0,,0,0,WYNN,"Wynn Resorts,",163704000.0,1,3.1,1,Resorts & Casinos,,5.668888888888889,0,2.0191649269311065,0,,,0,2,3,15,20.0
WYY,WidePoint,1.92,,,0,,,,0,,0,,62.24668954248366,0,Information Technology Services,32.660810810810815,0,0,WYY,WidePoint,,18.45851851851852,0,13.162481789802287,0,Information Technology Services,4.62,12.415714285714284,0,13.650812124678296,0,-109.8,0,0,WYY,WidePoint,-19834072.0,0,1.04,1,Information Technology Services,0.31,1.3882089552238808,1,2.0191649269311065,1,,,0,3,3,15,20.0
X,United States Steel,23.41,25.61,9.4,1,Underpriced,Slightly,9.4,0,83.61254042726537,1,3.43,62.24668954248366,0,Steel,10.715789473684213,0,2,X,United States Steel,15.59,36.64071428571429,0,13.162481789802287,1,Steel,9.88,27.09941176470588,0,13.650812124678296,0,17.9,0,1,X,United States Steel,2031000000.0,1,1.88,1,Steel,0.4,0.46,1,2.0191649269311065,1,,15.59%,0,4,7,15,46.67
XAIR,Beyond Air,6.1,21.5,252.46,1,Underpriced,Significantly,252.46,1,,0,,62.24668954248366,0,Medical Devices,1044.0974193548386,0,2,XAIR,Beyond Air,,13.007727272727273,0,13.162481789802287,0,Medical Devices,,21.801046511627906,0,13.650812124678296,0,-89.6,0,0,XAIR,Beyond Air,-58501000.0,0,5.69,1,Medical Devices,0.06,0.79453125,1,2.0191649269311065,1,,,0,3,5,15,33.33
XBIO,Xenetic Biosciences,3.39,,,0,,,,0,,0,,62.24668954248366,0,Biotechnology,22.024186046511627,0,0,XBIO,Xenetic Biosciences,,12.32846153846154,0,13.162481789802287,0,Biotechnology,-24.0,20.71185567010309,0,13.650812124678296,0,-41.4,0,0,XBIO,Xenetic Biosciences,-6013368.0,0,15.03,1,Biotechnology,,0.9478119349005424,0,2.0191649269311065,0,,,0,1,1,15,6.67
XBIT,XBiotech,6.19,,,0,,,,0,,0,,62.24668954248366,0,Biotechnology,22.024186046511627,0,0,XBIT,XBiotech,,12.32846153846154,0,13.162481789802287,0,Biotechnology,,20.71185567010309,0,13.650812124678296,0,-12.8,0,0,XBIT,XBiotech,-33790000.0,0,59.78,1,Biotechnology,,0.9478119349005424,0,2.0191649269311065,0,,,0,1,1,15,6.67
XCUR,Exicure,1.15,2.0,73.91,1,Underpriced,Significantly,73.91,1,,0,,62.24668954248366,0,Biotechnology,22.024186046511627,0,2,XCUR,Exicure,,12.32846153846154,0,13.162481789802287,0,Biotechnology,24.29,20.71185567010309,1,13.650812124678296,1,-66.1,0,2,XCUR,Exicure,-1831000.0,0,6.13,1,Biotechnology,0.45,0.9478119349005424,1,2.0191649269311065,1,,,0,3,7,15,46.67
XEL,Xcel Energy,63.92,70.62,10.48,1,Underpriced,Slightly,10.48,0,47.12570433274414,0,19.79,62.24668954248366,0,Utilities - Regulated Electric,21.315454545454543,0,1,XEL,Xcel Energy,6.48,1.7596428571428573,1,13.162481789802287,0,Utilities - Regulated Electric,6.51,5.4415625,1,13.650812124678296,0,10.8,0,2,XEL,Xcel Energy,2491000000.0,1,0.75,0,Utilities - Regulated Electric,1.56,1.4908333333333337,0,2.0191649269311065,1,7.64%,6.48%,0,2,5,15,33.33
XELA,Exela Technologies,4.98,400.0,7932.13,1,Underpriced,Significantly,7932.13,1,1684.8917886542993,1,,62.24668954248366,0,Software - Application,164.93469696969697,0,3,XELA,Exela Technologies,,11.917352941176471,0,13.162481789802287,0,Software - Application,-4.1,20.571181818181817,0,13.650812124678296,0,,0,0,XELA,Exela Technologies,-228332000.0,0,0.42,0,Software - Application,,4.053584905660378,0,2.0191649269311065,0,,,0,0,3,15,20.0
XELB,Xcel Brands,1.11,,,0,,,,0,,0,,62.24668954248366,0,Apparel Manufacturing,28.97733333333333,0,0,XELB,Xcel Brands,,5.422222222222222,0,13.162481789802287,0,Apparel Manufacturing,-6.24,4.877894736842105,0,13.650812124678296,0,-8.4,0,0,XELB,Xcel Brands,-24912000.0,0,1.47,1,Apparel Manufacturing,0.11,1.916190476190476,1,2.0191649269311065,1,,,0,3,3,15,20.0
XENE,Xenon Pharmaceuticals,40.79,51.8,26.99,1,Underpriced,Significantly,26.99,1,,0,,62.24668954248366,0,Biotechnology,22.024186046511627,0,2,XENE,Xenon Pharmaceuticals,,12.32846153846154,0,13.162481789802287,0,Biotechnology,17.76,20.71185567010309,0,13.650812124678296,1,-20.0,0,1,XENE,Xenon Pharmaceuticals,-160825000.0,0,23.71,1,Biotechnology,0.02,0.9478119349005424,1,2.0191649269311065,1,,,0,3,6,15,40.0
XERS,Xeris Biopharma Holdings,2.77,5.0,80.51,1,Underpriced,Significantly,80.51,1,,0,,62.24668954248366,0,Biotechnology,22.024186046511627,0,2,XERS,Xeris Biopharma Holdings,,12.32846153846154,0,13.162481789802287,0,Biotechnology,141.91,20.71185567010309,1,13.650812124678296,1,-152.3,0,2,XERS,Xeris Biopharma Holdings,-66143000.0,0,2.03,1,Biotechnology,6.6,0.9478119349005424,0,2.0191649269311065,0,,,0,1,5,15,33.33
XFIN,ExcelFin Acquisition,10.38,,,0,,,,0,,0,129.75,62.24668954248366,1,Shell Companies,132.68085501858738,0,1,XFIN,ExcelFin Acquisition,,,0,13.162481789802287,0,Shell Companies,,,0,13.650812124678296,0,-30.3,0,0,XFIN,ExcelFin Acquisition,-2055848.0,0,0.24,0,Shell Companies,,0.671,0,2.0191649269311065,0,,,0,0,1,15,6.67
XFOR,X4 Pharmaceuticals,2.16,3.5,62.04,1,Underpriced,Significantly,62.04,1,,0,,62.24668954248366,0,Biotechnology,22.024186046511627,0,2,XFOR,X4 Pharmaceuticals,,12.32846153846154,0,13.162481789802287,0,Biotechnology,,20.71185567010309,0,13.650812124678296,0,-176.8,0,0,XFOR,X4 Pharmaceuticals,-95604000.0,0,5.04,1,Biotechnology,0.71,0.9478119349005424,1,2.0191649269311065,1,,,0,3,5,15,33.33
XGN,Exagen,3.25,6.0,84.62,1,Underpriced,Significantly,84.62,1,,0,,62.24668954248366,0,Diagnostics & Research,60.27,0,2,XGN,Exagen,,22.932,0,13.162481789802287,0,Diagnostics & Research,,19.669302325581395,0,13.650812124678296,0,-90.8,0,0,XGN,Exagen,-44078000.0,0,7.09,1,Diagnostics & Research,0.96,1.1347540983606557,1,2.0191649269311065,1,,,0,3,5,15,33.33
XHR,Xenia Hotels & Resorts,12.3,15.29,24.31,1,Underpriced,Significantly,24.31,1,12.91170163294626,1,20.5,62.24668954248366,0,REIT - Hotel & Motel,30.103076923076927,0,3,XHR,Xenia Hotels & Resorts,-15.22,-8.909999999999998,0,13.162481789802287,0,REIT - Hotel & Motel,1.28,2.617058823529412,0,13.650812124678296,0,4.7,0,0,XHR,Xenia Hotels & Resorts,127414000.0,1,,0,REIT - Hotel & Motel,1.01,1.662,1,2.0191649269311065,1,210.72%,-15.22%,0,3,6,15,40.0
XIN,Xinyuan Real Estate Co.,3.64,,,0,,,,0,119.19117491192672,1,,62.24668954248366,0,Real Estate - Development,4.165,0,1,XIN,Xinyuan Real Estate Co.,,31.39,0,13.162481789802287,0,Real Estate - Development,-9.46,-2.2833333333333337,0,13.650812124678296,0,-285.9,0,0,XIN,Xinyuan Real Estate Co.,-49402590.0,0,1.02,1,Real Estate - Development,,0.6588888888888889,0,2.0191649269311065,0,,,0,1,2,15,13.33
XLO,Xilio Therapeutics,3.0,10.0,233.33,1,Underpriced,Significantly,233.33,1,,0,,62.24668954248366,0,Biotechnology,22.024186046511627,0,2,XLO,Xilio Therapeutics,,12.32846153846154,0,13.162481789802287,0,Biotechnology,,20.71185567010309,0,13.650812124678296,0,-77.7,0,0,XLO,Xilio Therapeutics,-91390000.0,0,5.99,1,Biotechnology,0.21,0.9478119349005424,1,2.0191649269311065,1,,,0,3,5,15,33.33
XM,Qualtrics International,18.07,17.99,-0.44,0,Overpriced,Slightly,0.44,0,,0,,62.24668954248366,0,Software - Application,164.93469696969697,0,0,XM,Qualtrics International,,11.917352941176471,0,13.162481789802287,0,Software - Application,,20.571181818181817,0,13.650812124678296,0,-53.8,0,0,XM,Qualtrics International,-1012268000.0,0,1.21,1,Software - Application,0.15,4.053584905660378,1,2.0191649269311065,1,,,0,3,3,15,20.0
XMTR,Xometry,22.67,35.45,56.37,1,Underpriced,Significantly,56.37,1,,0,,62.24668954248366,0,Specialty Industrial Machinery,42.107894736842105,0,2,XMTR,Xometry,,12.515,0,13.162481789802287,0,Specialty Industrial Machinery,,4.818548387096774,0,13.650812124678296,0,-19.5,0,0,XMTR,Xometry,-74891000.0,0,5.75,1,Specialty Industrial Machinery,0.84,1.4795714285714288,1,2.0191649269311065,1,,,0,3,5,15,33.33
XNCR,Xencor,26.49,44.75,68.93,1,Underpriced,Significantly,68.93,1,,0,,62.24668954248366,0,Biotechnology,22.024186046511627,0,2,XNCR,Xencor,,12.32846153846154,0,13.162481789802287,0,Biotechnology,18.11,20.71185567010309,0,13.650812124678296,1,-19.4,0,1,XNCR,Xencor,-168306000.0,0,9.68,1,Biotechnology,0.09,0.9478119349005424,1,2.0191649269311065,1,,,0,3,6,15,40.0
XNET,Xunlei,1.86,,,0,,,,0,5.236248695607276,1,6.89,62.24668954248366,0,Advertising Agencies,42.89111111111111,0,1,XNET,Xunlei,,-2.677,0,13.162481789802287,0,Advertising Agencies,8.3,6.737931034482759,1,13.650812124678296,0,5.5,0,1,XNET,Xunlei,6930000.0,1,2.54,1,Advertising Agencies,0.1,1.2288571428571429,1,2.0191649269311065,1,,,0,4,6,15,40.0
XOM,Exxon Mobil,105.13,126.33,20.17,1,Underpriced,Significantly,20.17,1,127.79481847423042,1,7.12,62.24668954248366,0,Oil & Gas Integrated,6.413125,0,3,XOM,Exxon Mobil,25.36,41.52909090909091,0,13.162481789802287,1,Oil & Gas Integrated,10.04,31.488571428571426,0,13.650812124678296,0,32.6,1,2,XOM,Exxon Mobil,86769000000.0,1,1.46,1,Oil & Gas Integrated,0.21,0.5194444444444444,1,2.0191649269311065,1,76.86%,25.36%,0,4,9,15,60.0
XOMA,XOMA Corporation,17.1,69.0,303.51,1,Underpriced,Significantly,303.51,1,,0,,62.24668954248366,0,Biotechnology,22.024186046511627,0,2,XOMA,XOMA Corporation,,12.32846153846154,0,13.162481789802287,0,Biotechnology,-42.39,20.71185567010309,0,13.650812124678296,0,-23.9,0,0,XOMA,XOMA Corporation,-25519000.0,0,4.47,1,Biotechnology,0.0,0.9478119349005424,1,2.0191649269311065,1,,,0,3,5,15,33.33
XOS,"Xos, Inc.",0.41,2.0,387.8,1,Underpriced,Significantly,387.8,1,,0,,62.24668954248366,0,Farm & Heavy Construction Machinery,31.45052631578947,0,2,XOS,"Xos, Inc.",,13.820666666666666,0,13.162481789802287,0,Farm & Heavy Construction Machinery,,6.877826086956522,0,13.650812124678296,0,-61.8,0,0,XOS,"Xos, Inc.",-105079000.0,0,3.34,1,Farm & Heavy Construction Machinery,0.44,0.8503571428571428,1,2.0191649269311065,1,,,0,3,5,15,33.33
XP,XP Inc.,22.13,19.57,-11.57,0,Overpriced,Slightly,11.57,0,12.564346765067466,0,16.39,62.24668954248366,0,Capital Markets,21.3659375,0,0,XP,XP Inc.,,31.522727272727277,0,13.162481789802287,0,Capital Markets,,27.81722222222222,0,13.650812124678296,0,21.6,1,1,XP,XP Inc.,729513043.0,1,,0,Capital Markets,3.71,1.859811320754717,0,2.0191649269311065,0,43.56%,,0,1,2,15,13.33
XPAX,XPAC Acquisition,10.31,,,0,,,,0,,0,60.65,62.24668954248366,0,Shell Companies,132.68085501858738,0,0,XPAX,XPAC Acquisition,,,0,13.162481789802287,0,Shell Companies,,,0,13.650812124678296,0,-33.3,0,0,XPAX,XPAC Acquisition,-4515306.0,0,0.03,0,Shell Companies,,0.671,0,2.0191649269311065,0,,,0,0,0,15,0.0
